,author,url,upvote,target_id,target_type,content,time,id
788,tang-zhen-49-36,https://www.zhihu.com/question/61951225/answer/209851786,12,61951225,question,和田地区民丰县至阿里地区改则县新建公路今年未招标。国道317延长线那曲至阿里再有1个月全线油路通车，实际车速平均60公里每小时以上，以构成大纵深迂回线路了。纵深支点虽有遗憾，但和田机场可直飞坤沙机扬，坤沙机场跑道长度4500米。前年开工的三十里营房军事专用机场跑道已完成，距喀什机场航时1小时以内，印度与我们后勤相比优势不大。油料储备方面大家亦不必担心，只是我不便说出来。,2017-08-06,209851786
789,teng-tao-97,https://www.zhihu.com/question/61951225/answer/197622287,12,61951225,question,如果你走过318，那你应该知道这里的路全部是由军人修建，军队长期驻扎在318国道，有塌方马上修好！你再找一部视频，军队有专门培养一种司机，专门在318国道上开车的司机。这个应该就是后勤保障吧！,2017-07-13,197622287
790,peter-tam-56,https://www.zhihu.com/question/61951225/answer/195760239,13,61951225,question,现在比当年好多了，多太多了。有什么不行的？补充：好吧，我就说说我知道的。当年对印反击战主要靠的就是川藏线，和青藏线。因为我是在川藏线上，所以了解一点那里的情况。据说当年为了给西藏提供供给，特意从内地优选了三百多驾龄超过二十年的老司机。大家开车到二郎山脚下之后，一起下车，拒绝再往前走了。那条路实在太吓人了。没有办法，部队就从新兵司机培训处调来了新兵，还只学了半年，没有毕业的学员兵。一群小伙子开起车就往山上跑，虽然半路也有部分车辆掉下山，但是大部分一直开到了西藏。川藏线就是这样把物质运到了西藏，才为中印反击战提供了必要的物资装备。,2017-07-09,195760239
791,isbe,https://www.zhihu.com/question/61951225/answer/195052296,15,61951225,question,中国这边地处高原，海拔四五千米，而且西藏这边的公路网、机场、部署军队都不如印度那边多。不过中国也有王牌，那就是我们的空军、火箭军可以居高临下打击印度，印度基本无法获得制空权，我们还有一损招：切断上流水源,2017-07-07,195052296
792,xu-zhong-24,https://www.zhihu.com/question/61951225/answer/194969205,16,61951225,question,控制好冲突规模的话，可以跟的上（千人以内的规模），但是一旦规模上升，保证后勤根本不可能，因为现代战争对后勤的需求不是62年那场战争可以对比的，而且青藏高原地质不稳定，印度随便弄几个导弹就能瘫痪公路和铁路，而维修成本和难度不是平原地区可以比的（西藏的公路铁路几乎都由桥梁和隧道组成，很容易弄塌的）。我的看法是，如果中国真要去和印度搞全面战争，绕开青藏高原从海上攻击更靠谱，更划算。再或者搞定缅甸，从缅甸边境攻击印度东北部地区。7月8日晚的更新：好了，大家不用研究跨越喜马拉雅山的后勤供应问题了，因为咱们的铁杆盟友小巴同志挺身而出吸引了火力，咱们只管从帕米尔高原给它加血就够了。那里离印度很远，而且印度在那里后勤也非常困难，不用过多担心交通线被骚扰问题了。,2017-07-07,194969205
793,xiao-li-lian-meng-wen,https://www.zhihu.com/question/61951225/answer/197860710,10,61951225,question,刚在Facebook上看到湾湾几乎一面倒的幸灾乐祸和支持印度，气人呀，他们对咱的仇恨太大了。,2017-07-13,197860710
794,xian-zhi-89-53,https://www.zhihu.com/question/61951225/answer/197660447,8,61951225,question,打印度其实不是问题，赢得应该也比较轻松。最多就是我们打赢要付出代价的多少问题。最重要的是打印度不能影响国内经济，以及其它几个方向上的战略目标，这就很难了。所以现在我们宁愿场面上吃点亏，也不自己主动动手。不见那边巴基斯坦已经动手了？,2017-07-13,197660447
795,xiao-yu-39-51,https://www.zhihu.com/question/61951225/answer/198095242,6,61951225,question,看到很多答主的回答中都提到了高反。的确，高反可以说是高原一大杀手，但是根据我自身的经历来看，现在高反也不像以前那么恐怖了（对比几十年前，人的身体素质明显提升，抗高反药物层出）我在14年骑行进藏，走的214国道，也就是滇藏公路了。一路下来翻海拔四千米五千米的山并没有什么身体不适的反应，这应该算是剧烈运动了吧。自行车后座行李就有六七十斤，但是一路下来身体反应几乎可以忽略。在香格里拉的时候可能是因为淋雨了，晚上出来溜达的时候感觉有点头晕，害怕情况严重就赶紧回青旅睡觉了。第二天早上起来接着冒雨出发翻一座四千多米的白马雪山。相比之下，开车应该会比骑车更轻松吧。顺带说下，一路上每天都能看到各种军车，还见过一次演习。当时是在路边，看起来像是兵哥哥刚进驻演习区域，路边全是端着95的兵哥哥站岗隔离，当时傻不拉几的跑过去问兵哥哥能不能合影或者拍照啥的，被无情拒绝。想说的是土工对那边的经营操练远超过我们的想象。不停的拉练演习有不是搞着玩的,2017-07-14,198095242
796,cao-san-13,https://www.zhihu.com/question/61951225/answer/195146431,6,61951225,question,安利一本小说，《雷霆反击》，里面有假想中印战争爆发的战术战略，据说差点被封。后勤在里面还是重中之重，前期是没有跟上的,2017-07-08,195146431
797,mauersu,https://www.zhihu.com/question/61951225/answer/197899190,5,61951225,question,螳螂捕蝉，黄雀在后，傻子才动手,2017-07-13,197899190
798,jia-ze-35,https://www.zhihu.com/question/61951225/answer/197735018,5,61951225,question,大自然的鬼斧神工，会有一条通途的,2017-07-13,197735018
799,gong-jing-zhang,https://www.zhihu.com/question/61951225/answer/195532292,5,61951225,question,你可以用每年进藏自驾游的数量推算下公路的承载量你可以用铁路运送旅客数，加上铁路班次来推断铁路运力。查查西藏每年接待的旅客人数来评估下西藏和外地在和平时期的物资往来，换算成油料，弹药，装备，兵员 补给,2017-07-08,195532292
800,,https://www.zhihu.com/question/61951225/answer/199697713,5,61951225,question,我就说一个事，这几天再某个地方，也比较偏僻，四万人的..可以吃烤全羊，你就说我们现在的后勤保障能力如何,2017-07-17,199697713
801,zheng-lei-16-40,https://www.zhihu.com/question/61951225/answer/197818787,6,61951225,question,可能你忘记了，顺丰、圆通、申通、中通、韵达。这些都是中国物流的实力，可能有人会说，不就是街头的三蹦子吗？都是快递小哥跑断腿吗。仔细分析你会知道军民结合的威力。后勤完全不是问题。,2017-07-13,197818787
802,xie-se-can-yang-53,https://www.zhihu.com/question/61951225/answer/194776847,6,61951225,question,看是局部还是全面了…局部的应该没什么问题，在难在难，直升机空投总可以吧？全面的话，到时候都全国总动员了，题主你也应该能收到一张动员令，到时候你还有时间关心这个？,2017-07-07,194776847
803,zhao-xian-wai-xiang-li-zhu-yong,https://www.zhihu.com/question/61951225/answer/194530879,20,61951225,question,肯定跟不上，在隧道口扔几个导弹，铁路和国道就废了。但是两国是大国，东西都能交接上火。完全可以在克什米尔一带搞事情，这地方是两国共同的后勤软肋，到时候看谁恶心谁。最严重的问题可能会出现在海上。,2017-07-06,194530879
804,maoyy-59,https://www.zhihu.com/question/61951225/answer/195298501,6,61951225,question,保障能力够呛，300火弹一个列次可以装400发，火箭炮营一个齐射144发，只能够打2.5个齐射。这只是一个弹种，还有其他更多的需要运送的物资，更不用说要从铁路装卸点送到前线。往往最后一公里才是运输的瓶颈。,2017-07-08,195298501
805,hyn-28,https://www.zhihu.com/question/61951225/answer/205853683,4,61951225,question, 第一天我军捕获30万战俘 第二天又捕获30万战俘 第三天捕获50万 第四天后勤官员与一线士兵因战俘安置问题产生激烈冲突  第五天政委就位 第七天一线士兵发现来接岗的友军全是印度人一脸懵逼,2017-07-30,205853683
806,caiwing,https://www.zhihu.com/question/61951225/answer/204386887,4,61951225,question,要打，不见得是在中线打，而且中线地利不好是对双方而言的，我们不好下去，他们也不好上来，但是东西两头我们都好下去……,2017-07-27,204386887
807,zhu-hong-bing-65,https://www.zhihu.com/question/61951225/answer/197699849,5,61951225,question,看了很多人的回答。现代战争已经不再是之前的局部战争概念。很多人纠结着后勤保障。想着对越自卫反击战那种地面推进。现在战争不再是将求短距离的纵深。国内在局部地区战争上优势不大，就是打赢了也守不住。而且后埋下更多的问题。如果中印真要通过战争来解决。一定是举国而战，彻底的摧毁军民设施----我们是邻国---我们是相邻的两个强国---我们不同文化不同信仰---62年是中方没有这个能力，必须一站到底。空军那里能起飞就那里起飞（具体我不清楚）。导弹那里能打到就从那里发射，第一波军事目标，第二波疑似目标。第三波争议地区，炮弹和短程武器先掀翻一遍。海军一定参加。军事目标、疑似军事目标。既然要打，就不会仅仅立眼在争议地区。中国在东海争议一定是这样。展现海军实力也可以把东海争议压制下去。后勤是全方位的后勤。举国而战，其他军种比争议的陆军压力更多。只要越过了高原，到了印度国内后勤反而简单很多了。空降兵和海军陆战队都参加。举国而战------后勤压力不会强压在局部地区。如果是局部战争中方胜算不大。,2017-07-13,197699849
808,zhou-zhen-lei,https://www.zhihu.com/question/61951225/answer/209033461,3,61951225,question,可能你们没见过跑在藏区公路上的汽车团，还有各种天龙，etx，gtl，德龙的前四后八9.6m的单车和新天龙，gtl，est，陕汽德龙的各种13.5M的牵引半挂车的运输能力和运输速度还有车辆基数。速度和山路手艺都是杠杠的。不要怀疑汽车故障，30w公里无大修对现在的商用车是基本标准。而且藏区都是一水的新车。除了一个轮胎故障，但是，一路上！！！500m不到就有流动补胎4个红色自喷漆写大字！藏区人民的流动补胎速度真的是非常快！！！当然解放军的汽车团就排除在外了，虽然运输能力小，但是基数大。一个车队上百台一水的豪沃或者康明斯153(很少见了)一天一趟。人民的力量是伟大的，尤其是政府给运费和补贴后。,2017-08-05,209033461
809,lao-bai-gao-guang-dian-de,https://www.zhihu.com/question/61951225/answer/194976275,22,61951225,question,看规模。目前从我国各种救灾军队出动时候后勤的跟进状况来看，后勤供应估计跟不上。救灾时候人民子弟兵的伤亡的居高不下，衣食住行方面还存在大量的装备跟不上，睡路边草地，徒步行进等问题。,2017-07-07,194976275
810,wu-yu-25-18,https://www.zhihu.com/question/61951225/answer/199746307,3,61951225,question,"我代表局里跟对面的三哥澄清几个事实:
           1.我局承诺不率先使用局座！
           2.我局承诺不使用因果律武器！
           3.这一次冲突我方表现均是虚张声势其实不堪一击，现在也没敢动你们一根毫毛嘛，请放心作死！
           4.关于印方提出的两点五线战争这个牛吹出了新境界，局座很赏识，不过心急吃不了热狗屎，这个提议我局承诺会逐步满足你，三哥玩的开心最重要！
          5.温馨提示:经我局认真研究得出上完厕所不用纸再手抓饭这个习惯很科学值得继续发扬，但是在我方领土上请备好移动厕所和恒河水！不然我们这边的习俗是吃不了兜着走！",2017-07-17,199746307
811,bei-bin-ye-ren,https://www.zhihu.com/question/61951225/answer/197569907,3,61951225,question,印度只是个地理名词，可以支持印度境内的被压迫的民族，可以关门放巴铁，自己撸起袖子上，多傻啊,2017-07-13,197569907
812,colby-40,https://www.zhihu.com/question/61951225/answer/218818713,2,61951225,question,知乎首答，因为工作相关在欧企和美企都服务过四川西藏尼泊尔的国有企业投资，最近因为区域冲突不断，关注很多，中印边境冲突实际上是地缘政治冲突的必然趋势，很多专业人士已经描述分析的更加专业，其实关键点就是我国如何应对西面的政治经济冲突。关注台海关注日韩没有问题，但是我们需要认真审视来自于西面的战略威胁。其实本人岁数已经四十锒铛，心还热血未冷，关注中印局势发现国内的媒体评价也是趋于自我分裂成两个极端，大棋党和键盘党。而且我觉得无论结果如何，舆情的分裂不利于国家的团结和进步。争论是必然的，但是方针政策制定后不管如何都有执行下去逐步修改，对家庭如此对国家亦是一样。但是有一点我想大家不可否认的事实就是经过这次事件，我国在西部地区的武装渗透力量增强了！以前xz和xj地区你看到的只是步兵战车，现在呢？其实无论后面的洞朗局势如何，这对国运来说就是一个战略性的调整和进步，同样也是对现任领导班子的考验，而且是我们正在面对大于印度吹嘘的2.5线战争的更加严重的考验。东，台湾问题。南，南海纷争。北，朝鲜和俄罗斯的平衡，以前我们不关注西，以为有喜马拉雅山脉的天然障碍，量他南亚次大陆和西亚也不会有啥威胁。但是随着经济全球化，地球村的概念，经济发展的冲突必然影响到地缘政治，高耸的喜马拉雅和念青唐古拉山脉已经不是任何经济和文化的隔阂。同样的，面对朝鲜日韩和东南亚国家包括澳洲，或是南亚西亚，扩张的道路哪里会容易些？,2017-08-23,218818713
813,liu-gao-qi-67,https://www.zhihu.com/question/61951225/answer/215960469,2,61951225,question,当然供应不上啊！我建议题主亲自推小推车支前。,2017-08-17,215960469
814,cheunghb,https://www.zhihu.com/question/61951225/answer/200008989,2,61951225,question,时间变了，空间没变，只是变便利了。以红警2里的邪恶联盟模式对战为例，钱和装备基本无限制。进攻方调度大量作战单位需要时间，还有可能遭到突袭。一般在防守方前沿阵地展开主基地建造战车工厂、船厂和复制中心。兵贵神速，补给时间迅速，有利于打赢战争。,2017-07-18,200008989
815,zhang-wu-ji-51,https://www.zhihu.com/question/61951225/answer/198482050,2,61951225,question,很难想象清朝当年平定吐蕃,2017-07-15,198482050
816,wang-ke-dong-18,https://www.zhihu.com/question/61951225/answer/198112521,2,61951225,question,中国缺少优秀高原性能的运输直升机和武装直升机，还有就是大型战略运输机，这两件武器如果能大量装备，中印边界问题的后勤供应就不存在任何问题，,2017-07-14,198112521
817,yan-pu-82,https://www.zhihu.com/question/61951225/answer/198074738,2,61951225,question,后勤，孟买登陆解决呗,2017-07-14,198074738
818,bebear,https://www.zhihu.com/question/61951225/answer/198021074,2,61951225,question,你们这帮不事生产的屁孩 知道后勤首先是生产么？,2017-07-14,198021074
819,lin-hua-xing,https://www.zhihu.com/question/61951225/answer/197843256,2,61951225,question,打过星际争霸没有？高地打低地是有视野和命中率优势的。,2017-07-13,197843256
820,ma-ke-lao-de,https://www.zhihu.com/question/61951225/answer/195327117,2,61951225,question,直接西线开几枚400公里射程火箭炮的演习就好了,2017-07-08,195327117
821,xiong-san-fei-dan,https://www.zhihu.com/question/61951225/answer/207020324,2,61951225,question,这次冲突的起因看清楚，是中国往那边修了条路。也就是说，通往前线的补给通道已经修好,2017-08-01,207020324
822,dan-guo-feng-97,https://www.zhihu.com/question/61951225/answer/196969193,18,61951225,question,后勤不是主要问题，主要问题是阿三在那个地方准备了很久，囤了十几万兵力，中国如果就这样直接上去莽一波，那岂不是成了和阿三一样的弱智了？而且，对面十几万大军，中国如果想要和他对莽，必须也得集结相当兵力。这样一来，后勤也确实就成问题了。当然，以上这些问题都是可以解决的。以阿三感人的智商，光是想着给中国挖坑了，没想到屁股也露在外面了。中国如果在洞朗防御，从兵力空虚的其他方向进攻，阿三该当如何？还有，对阿三来说有个比较麻烦的地方在于，新德里和当年河内一样，距离战区很近。如果中国故伎重演，占着高地打炮给他持续放血，阿三又该当如何？西藏的地形决定了中国这边先爬山再下山和阿三打仗是很亏的。但是反过来对阿三来说，爬山仰攻。。。似乎更加玄幻。这导致了中国人依托天堑作战，无论是伺机进攻还是对峙打炮，都比较占据优势。所以，即使大仙真想给美弟交投名状，很有可能就是中国打炮回应。把印度的投资吓的跑路，把低地平原炸成火海，在这种情况下，我很好奇印度能撑几天？到时候难民流离失所，但是又不能爬喜马拉雅山，于是只好涌向德里，那场面光是想想都带感。,2017-07-12,196969193
823,dido-w,https://www.zhihu.com/question/61951225/answer/212740876,1,61951225,question,珠穆朗玛峰兄弟群：你们当我们透明的吗？低的上不来，高的不好下，靠，想打仗，后勤又跟不上，我这个地盘只适合开撕互怼！你们的嘴皮子是没有阿三厉害的！,2017-08-12,212740876
824,xing-chen-xi-55,https://www.zhihu.com/question/61951225/answer/212706522,1,61951225,question,就算这些年的基建不够大规模物资的运输，或者大雪封山西藏过不去，后勤供应不上。但是，别忘了我们可以从巴基斯坦过，就算过不了运物资还是可以的吧？如果真的和印度开战了，我相信巴基斯坦不会不让的吧？,2017-08-11,212706522
825,sun-zhe-yuan-84,https://www.zhihu.com/question/61951225/answer/209553244,1,61951225,question,印度：我也不上他 跟他搞一手边缘ob 时不时掏他一下 嘿嘿 很舒服 风筝小丸子 怎么说嘛 这个皮的嘛你简直就受不了喽 老观众都知道 皮来皮去一般就黑屏了,2017-08-06,209553244
826,halcat,https://www.zhihu.com/question/61951225/answer/198916508,6,61951225,question,在中印边界开战，中国的后勤是地狱难度，印度的后勤是容易难度。看看中国的资源产地在哪，运到前线要跨过整个青藏高原。双方后勤在同等水平，中国当然是处于绝对劣势。1962年，中国完虐印度是基于中国卓越的军事艺术。所以印度不服啊，印度当然不服，在傻子都能看出来绝对优势的地方打输了，还输得很惨，还没机会报仇。现在中国到前线的后勤比以前有了很大提升，足以保障小规模战争的后勤。但是印度那边的平原近在咫尺，印度的后勤能力上限，也比中国高几十上百倍。只要战争规模扩大，越过一个门槛，中国的后勤就算拼命也没救了。然而，印度不敢弄出足够大规模的，能超越中国后勤能力的战争。所以这口气只能一直憋下去了。如果印度有决心跟中国打全面战争，没有核弹洗地的情况下，必然能和中国平分青藏高原。（哦，好像需要一个假设，印度和中国差距不要太大。不然直接打进新德里，也没后勤问题了）中国占有青藏高原不是必然，是开国将领的远见卓识。,2017-07-16,198916508
827,jun-yi-attila,https://www.zhihu.com/question/61951225/answer/198458267,1,61951225,question,恒河平原沃野千里 遍地牛羊管够 以战养战 要什么后勤,2017-07-14,198458267
828,chen-shao-chong-22,https://www.zhihu.com/question/61951225/answer/221097228,0,61951225,question,中印问题，我作为一个半吊子，今天也来分享一下个人看法，大家指正，废话不多，马上开始。中国需要的是一场闪电战摆平印度，然而印度太大，短时间无法摆平，美国势必会努力延长战争时间来拖垮中国经济哪怕是延缓中国经济，美国将成为印度的军火提供商，使劲捞钱，当今中俄合作的前提是中国有经济俄国有军事，如果中国经济垮掉，所谓的巴铁，尼铁，俄罗斯盟友都将成为泡影，南海就别想实际控制了，早就被南亚几个鸟国瓜分了，中国政府不是傻鸟，现在最好的解决办法就是（可能已经在秘密执行了），在保持克制的情况下，尽量拉拢阿三国家保守派或激发阿三国家复杂的宗教统治和政府统治之间的矛盾，让阿三内乱（最好的情况），再不济也能把这一段时期拖过去，川普还能上任几年，此时的情况已经很坏了，如果再上来一个类似川普的总统也不可能更坏，中国的军事虽然不算世界前列，到也算是中上等了而且中国人跟美国人不同，中国都是在被欺负过后国人的爱国情节被激发的一塌糊涂时才选择开战，中国人民团结一心，哪怕最困难的时候都没输过。我又想了一下，再做出几个可能的预测结果，大家斧正。第一，中印开战，美国成为最大的军火供应商，继续待在神坛之上，指点亚洲格局，印度成为最大的牺牲品，面对中国，即使他有美国爸爸支持也讨不了好处，还可能沦为跟日韩国那个傻鸟一样的国度，被美国屯兵（没有哪个国家愿意别人来指手画脚），建立军事基地，彻底沦为美国的棋子兼打手。中国损失巨大，最近的一带一路，中巴友好走廊，还有中国高速发展的经济势头都将被扼杀，虽然不至于国危民难，到没有了高速发展的经济，巴铁，尼铁，俄罗斯盟友都将成为泡影。南海局势更加紧张，中国甚至可能失去控制权，大家都会跳出来捞一块利益，包括东海。不过有一点可以确定，中国人不会怂，中国政府也不会怂，16万万中华儿女不会容忍一个无能的晚清政府继续执政。就是一个字，干，俄罗斯趁机从中国捞些军火钱，缓解一下东欧局势，可能会占些便宜。第二，不开战，印度国家发生内乱，宗教和政府势利展开互殴（中国肯定是搅屎棍），其他社会矛盾一并爆发，哪怕不会伤筋动骨（这需要看中国政府下多少本钱，提供多少支持，怎么胡乱搅和），印度无力继续对峙中国，中国趁机鼓动巴铁大占便宜，这样的话最起码未来10年中亚，南亚，中国就是当之无愧的扛把子，。中国方面缓解了西南部地区的军事压力，可以腾出手来，收拾东南亚的几个试图侵占南海的几个鸟国（鸡蛋先挑软的捏），再想办法搞死韩国这个傻逼国度。日本强，搞不死，用时间来脱死他就行，一个没有资源的岛国，弹丸之地，永远只能做一个强盗，倭人，中国超过他就是时间问题。最关键的是中国继续保持高速发展的势头，加强和欧洲各国联系。美国在欧盟里的棋子英国也脱欧了，欧盟损失一大经济体，加强和中国的合作才真是两全其美，共同抵制美国霸权世界唯一出路，中国的一带一路发挥的效力更加强大。美国方面很尴尬，没有捞到好处，川普可能倒台，对美国经济军事没有影响，但在中亚，东亚的影响是没有了，也算是略有损失。第三种，美国或印度认怂，主动撤兵，中国的拖延战略，川普等不起（川普的支持者都滚蛋了，没有利益，都被财团们给干下去了），印度国情也很复杂，都拖不起，不了了之，尴尬撤兵，中国继续自己的发展，十分尴尬，闹了一场边境纠纷，中国使劲炫耀自己的军事力量，让世界有了一个大概的了解，清醒的认识。印度可能将会面对美国撤退之后中国对巴铁的大力支持，会有一段疯狂的报复阶段。说实话，倒霉的还是印度。美国方面就是川普下台或改变对中策略，从其他方面继续下套子，想方设法搞中国，拖延经济发展！,2017-08-27,221097228
829,miao-liang-bin,https://www.zhihu.com/question/61951225/answer/220632813,0,61951225,question,大国和平崛起是个伪命题，必须要打，不打民心 国威 就丧失殆尽了 ，阴谋  阳谋，有意义吗，战略  战术有意义吗，看看人家以色列，强敌环绕，人家就不要活了，人家生生的靠武力争得了一席之地，不是吗！,2017-08-26,220632813
830,chico-74-67,https://www.zhihu.com/question/61951225/answer/220601494,0,61951225,question,由于领土纠纷决定了中印是竞争关系。不可能做朋友。中国希望中印维持现状，别惹事，大家共同发财。自己能专心对付老大。印度则要求中国支持安理会入常，加入核供应国集团。把藏南给他除外，阿赛克钦也给他，放弃巴铁。这些中国都做不到。印度必然时常给中国找点麻烦，搞点摩擦。打不打，怎么打。62年就是一个很好的例子。毛主席利用有限的资源，在那么困难的条件下，抓住难得的机遇教训了印度，而且收放自如。我们曾经有一段时间想放弃巴铁讨好印度，后来发现绿圈里唯一有核武器的大哥，巴铁在伊斯兰阵营里替我们说话，觉得其作用不可替代，才没有犯傻。我们要感谢英国人的印巴分治，如果印巴孟三位一体的话更麻烦。对付印度只有肢解他，才能除掉心腹之患。真要打的话，这是要解决的首要问题。尼泊尔、不丹自然不会再受印度控制。经过开国第一战后，PLA 有了两个怕。一，火力不足，二，后勤不给力。所以一直在猛补。华能扶贫项目，进墨脱的第二条隧道都快通了吧？CCTV公开报道过，那个啥啥山的隧道通车后，墨脱某部“冷冻室里储存的肉类够一个连吃一年的”。他们有足够的时间训练、巡逻了。要相信玉泉山里筹划的人。看看南海目前的状态，不是很好吗。据金教授讲演透露，奥习私宴08数次要大大许诺他下台之前，七岛不装弹弓，不上烧火棍，大大就是不开口。,2017-08-26,220601494
831,cloud-danton,https://www.zhihu.com/question/61951225/answer/219788726,0,61951225,question,小米战争一、背景：中国社会主义的迅速崛起，莫迪半殖民独裁统治的日趋衰落。二、原因 1.根本原因：21 世纪初中国完成了电子科技革命，成为社会主义手机工业强国，迫切要求开拓国外市场。2.直接原因（导火线）：中巴合建瓜达尔港 3.其它原因： ①在正当的中印贸易中，美元大量流入中国。②吸食小米可以使人上隐，小米贸易可以获取暴利。 ③莫迪销米 原因：小米贸易对印度的危害：财政危机；军队战斗力削弱；官吏腐败；百姓家破人亡。 意义：莫迪的销米，是印度人民禁米斗争的伟大胜利，显示了印度民族反对外来侵略的坚强意志和决心，成为无愧的民族英雄。三、结果：莫迪政府战败，中国强迫莫迪政府签订了中印《孟买条约》，主要内容如下（割地、赔款、开三口、协关税）①割让阿奴恰尔邦给中国； ②赔款2100亿美元； ③开放西里古里走廊、乌塔兰邦、西马街尔邦为通商口岸。 ④中商进出口货物缴纳的税款，印度须同中国商定。（印度现代历史上的第一个不平等条约）四、失败的根本原因：印度半殖民制度的落后和莫迪政府的腐败无能。 五、小米战争对印度社会的影响印度开始从半殖民社会逐步沦为中国附庸国，小米战争是印度现代史的开端。,2017-08-24,219788726
832,pin-dao-cheng-shi-ba,https://www.zhihu.com/question/61951225/answer/219599011,0,61951225,question,知乎上这些鸟人都以为到现在除了互联网其他行业的人都是吃干饭的？mmp，快递你送过去的啊？社会运力充足过剩，剩下无非就是政府跟军队能不能放心社会运力而已。,2017-08-24,219599011
833,ha-di-si-14-90,https://www.zhihu.com/question/61951225/answer/219253422,0,61951225,question,如果真的在藏南和印度发生冲突，应该和缅甸达成某些协议，可以让中国人民解放军借道缅甸北部从云南完成后勤物资的补给。,2017-08-23,219253422
834,chen-jin-nan-68,https://www.zhihu.com/question/61951225/answer/217981929,0,61951225,question,以二十一世纪之后的机械力和设计力，中国这种以“大型工程”见长的国家是完全没问题的，。从设计到竣工，如果动用军事化器材和模块化打包，最长一个半月，从拉萨到洞朗抢通一条连服务区带通信的双车道路是完全没问题的。而且这都已经是慢的了，美军后勤都已经空运化了，  补给弹药装备直接从C130往下“扔”。  伤员病号在越战就已经直升机直接拉走了。 ,2017-08-21,217981929
835,fork-32,https://www.zhihu.com/question/61951225/answer/217339479,0,61951225,question,我们没有空中霸王，印度集结了多少军队，我们完全跟不上。就那几条铁路公路，运过去黄花菜都凉了。真的要打钢铁洪流？飞机，制空权才是重点，其他的都是远水解不了近火,2017-08-20,217339479
836,xi-feng-84-7,https://www.zhihu.com/question/61951225/answer/216775014,0,61951225,question,藏南那里因为地形限制，部队不可能大规模展开，62年不行，现在也不现实。真正会大规模打的地方是与藏北交界的克什米尔地区，62年占了一块，叫阿克塞钦，一直到现在还在中国手里，只是国内不宣传而已。新德里离北部边境也不过三四百公里。而且我们还占地缘优势。后勤补给也不是问题，新疆西藏连接的公路就从阿克塞钦穿过。那地方没青藏高原高，而且适合机械化部队大规模展开。,2017-08-19,216775014
837,huan-shui-31,https://www.zhihu.com/question/61951225/answer/216641947,0,61951225,question,这个问题你的问粮草官,2017-08-18,216641947
838,liu-bai-25-86,https://www.zhihu.com/question/61951225/answer/216489546,0,61951225,question,不知道为什么，中国今天四通八达却仍然有人问出这么蠢的问题？楼主麻烦你自己看看中国铁路网公路网航空线路，自己想象还有一个同等甚至更强大的货运网？还用为国家操心么？在西藏运作几十年，这种后勤的问题就别瞎操心了。中印问题目前就是打不打的纠结？高层斡旋半天了，吵的不可开交，智囊团都要打起来了。也没人问：卧槽，我们能不能打得过印度啊？一带一路啊，印度洋在莫迪孙子手里握着，海上丝绸之路没法通到欧洲啊。目前有两种，一种打仗，跟金砖国撕破脸皮，印度彻底封死海上丝绸之路。一种，煽动国内非印度教群体，尤其东北部地区的，鼓吹宗教主义，在内部瓦解敌人。,2017-08-18,216489546
839,hei-zi-43-10,https://www.zhihu.com/question/61951225/answer/215937090,0,61951225,question,62年能供应得上，现在反倒供应不上了？,2017-08-17,215937090
840,zhu-lu-64-46,https://www.zhihu.com/question/61951225/answer/213294376,0,61951225,question,肯定能啊，要想富先修路嘛,2017-08-13,213294376
841,daxuewuhen,https://www.zhihu.com/question/61951225/answer/210262211,0,61951225,question,战争已经爆发，结论已经做出。不是世界大战消灭人类，而是人民战争消灭战争策源地。by郑文光,2017-08-07,210262211
842,yu-yu-gong-zi,https://www.zhihu.com/question/61951225/answer/209659186,0,61951225,question,铁路、公路、运输机国内的物资供应还是能保证的,2017-08-06,209659186
843,fang-lang-de-hai-zi-520,https://www.zhihu.com/question/61951225/answer/209494054,0,61951225,question,我们可以围魏救赵啊。,2017-08-06,209494054
844,li-han-17-42,https://www.zhihu.com/question/61951225/answer/206696641,0,61951225,question,墨脱水电站可是修着呢 开闸放水快了,2017-07-31,206696641
845,neether,https://www.zhihu.com/question/61951225/answer/206515872,0,61951225,question,后勤这事情要分怎么打要在冲突地区打，就只能是短促的快速的小打，把印度推出国境线的打法。毕竟不光要考虑西藏的铁路公路，还要考虑印度那边的运输能力，哪怕在国内再能保障，出了国还是要收到别人家运输条件的限制。要把印度打疼的打法，谁说非要在世界屋脊边上打的？阿赛克钦可以打 借到巴铁也能打，海上要是得势，来个登陆作战也未尝不可,2017-07-31,206515872
846,wang-wen-qiang-10,https://www.zhihu.com/question/61951225/answer/206221353,0,61951225,question,物流用京东呀，西藏地区当天下单次日达，顺丰也很快，物流不是问题,2017-07-31,206221353
847,zhang-wei-77-9-69,https://www.zhihu.com/question/61951225/answer/205908147,0,61951225,question,实在不行，二营长把意大利面端来,2017-07-30,205908147
848,jia-yan-6-71,https://www.zhihu.com/question/61951225/answer/205619827,0,61951225,question,先别管我方的补给如何，我觉得使用无人机战术至少可以解决掉对手的后勤补给问题，可以用百架左右的察打一体无人机轮番攻击对方补给线，补给点，人员较为集中的据点，即使前期损失一些无人机也是可以接受的，为后期地面部队的投入创造时间和空间，这是目前共军较为可行，高效，经济和非常安全的攻击手段。,2017-07-29,205619827
