,media_name,title,id,time,comments_count,digg_count,bury_count,favorite_count,content
127,深圳卫视 决胜制高点,中印对峙升级 印度对中国“以海制陆”？,6448905813275705870,2017-08-02,0,881,2424,4631,
128,环球网,中印对峙中，莫迪身边的几只“鹰”,6452416679628423438,2017-08-10,263,10,20,7062," '编者按:当印度国家安全顾问多瓦尔7月底出现在北京参加一场金砖会议时,平日很少出现在公众视野的他也不得不高调了一把——在中印边界对峙持续之际,这位掌管着印度外交政策的印高官访华必定备受关注。有印媒曾期待,他能有助于缓和局势。但这种期待很快落空,毕竟,多瓦尔被认为是这次印军越界的主要推手。像他这样,在中印风波前后赚足眼球的印度鹰派人物还有陆军参谋长拉瓦特和国防部长贾伊特利,他们一个声称印度“已准备好2.5线战争”,一个称如今的印度已与1962年不同了。不过,他们这些强硬的表态都是真心话吗?“印度007”曾鼓吹导弹瞄准中国“超级间谍正在塑造莫迪的外交政策”,美国彭博社以此为题称,在巴基斯坦当过7年“卧底”的多瓦尔被印度总理莫迪挑选担任国家安全顾问。这一职位被认为比国防部长和外交部长更有影响力,一些人认为,多瓦尔如今是印度仅次于莫迪的第二权势人物。“在印度重大外交和安全战略上,国家安全顾问的重要性十分突出,此次印度非法侵入中国领土,多瓦尔有很大责任。为什么他7月底来北京后,中印在此问题上没有任何突破?因为他本人就是冲突的操盘手。”中国南亚学会常务理事钱峰对《环球时报》记者表示。钱峰介绍说,国家安全顾问这一职务设立的时间从1998年上届印度人民党政府开始。由于印度是议会制国家,上台的总理常年搞政党选举,在安全方面比较外行,所以需要国家安全顾问为总理提供这方面的咨询。不过,多瓦尔的影响力被认为超过他的4个前任。“这在某种程度上与他在情报领域和安全事务上的声誉和经验有关。”印度前官员帕蒂尔如是认为。多瓦尔正在负责印度最微妙的外交事务。莫迪上任不久后,就派他担任特使访问阿富汗;他还飞往曼谷与其巴基斯坦同行开展秘密会谈以重启和平谈判。此外,多瓦尔是负责与中国就争议边界展开谈判的特别代表。“他被称作印度的詹姆斯·邦德。”美国企业研究所研究员萨丹南德·德休姆说,“有许多与他相关的故事和传奇,这在一个国家安全顾问身上极不寻常”。担任要职的多瓦尔看上去是个神秘人物,因为包括印媒在内的外媒都会提到,他很少出现在公众面前。彭博社称,印度任何官网上都没有多瓦尔的简历。2015年8月,多瓦尔曾在演讲中表示,他1945年出生于北阿坎德邦,1967年在阿格拉大学获得经济学硕士学位。1972年,多瓦尔进入印度情报局并任职30多年,其间曾在印度东北部、查谟和克什米尔等混乱地区工作。据介绍,他的任务包括在争议地区招募反叛人员当告密者、伪装成一名黄包车夫渗透进一个极端组织内等。多瓦尔2014年透露说,他在巴基斯坦生活7年,为此去做了手术去除他耳朵穿过孔的印迹——这被认为是印度身份的标志。印度Zee新闻网站将看上去短小精悍的多瓦尔称为“伟大的间谍”。2005年,他以情报局局长身份退休,2009年创办维韦卡南达国际基金会,与外国官员密切接触,发表鹰派民族主义观点。有传言说,多瓦尔在莫迪当选前就已在为他提供建议。他那段时间发表的文章警告称,印度在印度洋上“突出地位正遭受侵蚀”,并表示中国的发展“未必是和平崛起。”2010年,多瓦尔在回答如何应对中国与日俱增的威力时,承认印度未来50年内很难媲美中国,主张提高印度的导弹技术以瞄准中国的经济设施,说这是中国“唯一的软肋”。他还曾称,中国有“无底的领土饥渴”。担任国家安全顾问后,多瓦尔有关中国的公开表态很少,被经常提及的是他于2014年10月就印中边界问题表示:“印度不会在其领土利益上做出妥协。”印度《第一邮报》评论说,与多瓦尔“不做妥协”相对应的是,中印特别代表谈判的目的就是要在一定程度上寻求让步和解。但显然,多瓦尔更倾向于依赖军事手段解决问题。该媒体称,当印度的传统应对边界争端政策采取守势时,多瓦尔抛出了“防御-进攻和进攻”的外交政策。他的这一强势理念被称为“多瓦尔主义”。另据印度youthconnect网站称,多瓦尔插手了2014年的斯里兰卡总统选举。亲华的前总统马欣达·拉贾帕克萨之所以下台,是因为他被多瓦尔“瞄准”。据信,印方在推动拉贾帕克萨选举失败中发挥了作用,原因是他对中国有好感。多瓦尔本人及其“多瓦尔主义”在印度引发了不满。“谁在掌管这个国家的外交政策,外交官还是一个名叫多瓦尔的间谍?”印度平民党领袖阿舒托什曾发推文称,“由一名间谍负责外交的国家并不安全”。曾在印度内政部研究和政策司任司长的苏布兰马尼安2016年在香港《亚洲时报》在线网站刊文称,多瓦尔在右翼中产阶层社交圈颇受欢迎,但“多瓦尔主义”无助于构建和平。“印度的反对党曾提出,中印关系十几年来都处于一种良性的态势,为何现在接近冲突的边缘?莫迪政府应该好好想想。”钱峰认为,多瓦尔的强硬与其情报工作经历有很大关系,“阴谋论、‘非友即敌’的想法在印度该领域盛行,常年的职业习惯使其把中印两大亚洲国家同时崛起的道路看成是‘零和游戏’”。洞朗对峙10天前 他放言“能打2.5线战争”“印军已完全为2.5线战争做好准备,连总理都表示,在印中边界上至少已有40年没有打过一枪了。”6月8日,印度陆军参谋长拉瓦特刚对印度亚洲国际新闻社这么说,10天后便发生印军非法越界事件。“没有军方最高层批准,270多人公然越过边界不可想象。”钱峰对《环球时报》记者表示,虽说如此,但拉瓦特的“2.5线”之说并不一定是有意为越界事件做舆论铺垫,“这几年,印度军方一直都有两线战争的说法,而拉瓦特将其升级到2.5线,是‘继承中有发扬’。”他认为,印度军方的零和游戏的思维比多瓦尔更根深蒂固,除了对1962年的事件记忆犹新之外,形势紧张可以借机争取更多预算及政治方面的支持。被认为是印度军方的强硬改革派人物拉瓦特出生于军人世家,其父也是一名中将。《印度斯坦时报》称,拉瓦特1978年从印度军事学院毕业并参军,此后还在美国的军事学院和训练兵营学习过。据介绍,拉瓦特有10年镇压叛乱的行动经验,他曾在克什米尔和印度东北地区服役。1987年中印在桑多洛河谷发生边界冲突时,拉瓦特所在陆军营也被派往第一线。印度新德里电视台称,去年12月,拉瓦特被任命为陆军参谋长时曾引发政治风暴。在他上面,还有两位“资历高得多”的将军,选择资历最高者担任这一职务是印度的惯例。上次打破这一惯例还要追溯至34年前。政府消息人士称,政府选择拉瓦特是因为在动荡的安全局势下,需要一个有丰富军事行动经验的人。“与争议之间的化学反应”,新德里电视台称,上任后的拉瓦特仍然“麻烦不断”,在人权问题上饱受质疑。因2.5线战争之说走进人们视野的拉瓦特,在当选陆军参谋长之前的相关公开表态其实并不太强硬。去年4月,他接受《印度快报》采访时表示,“中印也许存在争端,但这不是陆军去解决的问题。双方对一些地区有共同的主权声索,看待问题角度也不同”。他强调:“不希望单纯因存在分歧发起战争。两国需要在军队联合演习方面进行第二轨的外交。”印度《金融快报》去年12月报道称,他曾表示战争永远是最后的选择。如今,拉瓦特的看法似乎已发生变化。结合钱峰所说印度军方一贯强硬的形象以及一些实际考虑,他的转变或许出于“在其位,谋其政”。拉瓦特5月在一所军事智库的讲话中表示,印度需要寻找新的伙伴与盟友以应对西部与北部边境的国家,暗指巴基斯坦与中国。直至6月初,他主动提起与中巴的“战争准备”。近一个月,拉瓦特不忘“履行职责”。他于6月底访问锡金邦。印度《经济时报》称,他是要考察中国、印度、不丹“交界处”的局势,访问负责中印边界锡金段边防的陆军部队。7月7日,他参观完比哈尔邦的摩诃菩提神庙群后回答记者问题时,虽然拒绝就对峙置评,但不忘强调,“任何人都不应该怀疑印度的军事力量”。他还称,来神庙参观是为了“祈祷世界和平”。是政治站队,也是政客表演“国防部长贾伊特利也是典型的鹰派人物,被认为是印度人民党的‘军师’。”钱峰接受《环球时报》记者采访时说。贾伊特利2014年5月至11月短暂任防长后,一直是印度财长。直至今年3月,当前国防部长帕里卡尔离任去当果阿邦首席部长后,他开始兼任防长。8月9日,贾伊特利再次声称,印度军队已“足够强大”,有能力应对任何对国家安全的挑战,并强调印军已从1962年的战争中“吸取教训”。这已经是中印边界对峙以来,他第二次提到1962年。6月底,贾伊特利称,“2017年的印度已经和1962年的印度不一样了”。钱峰表示,贾伊特利在莫迪政府之前没有担任过与国防相关的职务。他是法律专业出身,能言善辩,曾长期是人民党的首席法律顾问,用法律知识为该党化解过很多政治难题。他在上次人民党政府期间就身兼三职,据说,当时的总理瓦杰帕伊对贾伊特利十分信任。贾伊特利与莫迪之间的关系也早早开始建立。美国石英网站称,2002年古吉拉特邦骚乱事件中,他是说服时任总理不要解除莫迪该邦首席部长的说客之一;他也是支持莫迪2014年竞选总理的第一个人。莫迪上任后非常依赖贾伊特利,因为长期在地方任首席部长的莫迪是新德里政治圈的“局外人”,而贾伊特利能在这个权力走廊游刃有余——他在新德里政界、司法界、媒体圈和商界有大量人脉。他与反对党国大党主席索尼娅·甘地的关系也非常好。据报道,莫迪“几乎没有什么事是不向贾伊特利咨询的”,之所以一直将财长这一担负振兴经济的重任交给他,也是因为在高官中,“莫迪对内政部长辛格的能力不那么相信,对外交部长斯瓦拉吉的信任程度也不如贾伊特利”。据《环球时报》记者观察,从国防部长、外交部长到内政部官员,印度政府这次在中印风波中可谓“集体强硬”,媒体和学界也极少能听到对中国友好的声音,而这与莫迪塑造的印度教主义氛围有很大关系。北京大学南亚研究中心主任姜景奎认为,人民党上台后,对意识形态非常重视,这次事件中的各方表态,也有印度内部政治站队的问题,所以现在能说中立话的官员几乎没有。不过西华师范大学印度研究中心主任龙兴春表示,印度政客的言论表演成分很高,他们想树立爱国和有能力的形象,这样有助于获取选票,所以公开言论必须强硬。但其实,他们也明白在不占理的情况下,真正强硬要吃亏,因此对内强硬的同时,对外会让诸如外秘苏杰生等不需要选票的高级职业外交官发出一些相对理性的声音。【环球时报驻印度特约记者 文朱 本报记者 邢晓婧 赵觉珵 丁雨晴】'"
129,央视网新闻,印军下令疏散中印对峙点附近村民 真正意图为哪般？快看,6452845990239011342,2017-08-11,1,3,0,1202, '印军非法越界示意图央视网消息：据印度媒体10日报道，消息人士称，印度军方向靠近洞朗地区印度一侧的一个村庄下发了要求村民尽快搬离并腾空房屋的命令。该村距离中印边界对峙点仅35公里，全村约有100名村民，目前还不清楚腾空村庄是为安置上千名前往对峙地区的增兵，还是为避免村民在可能的冲突中伤亡。目前因印军非法越界导致的中印边界对峙已进入第七周。印度近来军事外交动作不断近一段时间以来，印度在对外交往方面异常活跃。在印度洋，美国和印度海军以及日本海上自卫队刚刚结束了“马拉巴尔”2017联合军演。美日印3国总共出动了18艘舰船，实施了应对潜水艇以及战斗机等假想攻击的训练。就在上个月，印度和东盟国家刚刚召开了“德里对话”。印度《经济时报》网站更是以“东盟希望印度扮演地区领导者的角色”为题，一边假借他国之口，强行给印度“加戏”，一边炒作“中国威胁论”。中方接连表态：决不在领土主权上妥协距离印军非法越过中印边界锡金段已定边界进入中国领土、阻拦中方正常道路施工活动，致使双方对峙多日。在此期间，中方已多次严明立场，要求印方无条件撤回。但印方却以自己的所谓“安全关切”为借口，越过已定边界线进入邻国领土。早在7月6日，中国外交部发言人耿爽就已点明，印方此次挑起事端的真实目的。那就是以所谓“安全关切”为借口，打着所谓“保护不丹”的幌子，悍然越过过去双方均承认的《中英会议藏印条约》划定的锡金段边界，进入毫无争议的中国洞朗地区，通过制造洞朗地区争议，阻止并牵制中不两个主权国家的边界谈判进程。7月18日外交部发言人陆慷主持例行记者会，就中方是否正在失去耐心，何时会彻底失去耐心答记者问，印度方面应当认清事态，尽快采取措施将非法越界的人员撤回边界线印方一侧，不要在错误的道路上越走越远。7月20日的外交部例行记者会上，有媒体问及中印双方在锡金段边界的对峙问题。中国外交部发言人陆慷强调，印方撤回非法越界人员是中印双方开展有意义对话的前提和基础。7月24日，国防部新闻发言人吴谦强调，中方捍卫国家领土主权的决心和意志坚定不移，印方不要心存侥幸，不要抱着不切实际的幻想。外交部例行记者会上陆慷再次回应印军越界一事，中方决不在领土主权上妥协。7月24日，王毅外长在曼谷就中印对峙事件接受记者采访时表示，这个问题是非曲直十分清楚，就连印度的高官也公开表示，中国军人并未进入印度领土。也就是说，印方承认进入了中国领土。解决这个问题也很简单，那就是，老老实实地退出去。7月26日外交部发言人陆慷主持例行记者会，对中印各3千兵在边界，若印军拒撤中方咋办做出回应，这次事态的症结是印度边防人员非法越界进入中国境内。解决这个问题，就像王毅外长所说的，是印度边防人员老老实实地退出去，这是开展任何有意义对话的前提和基础。8月2日，外交部发布《印度边防部队在中印边界锡金段越界进入中国领土的事实和中国的立场》文件，公布印度非法越界多处细节，全面阐述中国政府立场。中方这么做，是为了维护本国的领土主权，也是为了维护国际法的基本原则和国际关系的基本准则，维护公平和正义。中方相信，是非自有曲直，公道 自在人心。8月3日国防部发言人任国强就印度边防部队非法越界进入中国领土发表谈话，事件发生以来，中国军队从维护两国关系大局和地区和平稳定出发，始终保持高度克制。但善意不是没有原则，克制不是没有底线。印方要打消任何以拖待变的幻想。'
130,环球网,"“这不是我们的事”,英官员呼吁中印对话，但强调英国不干预对峙",6458039425825308941,2017-08-25,4755,16,30,8210," '【环球网综合报道】印度军队越过锡金段中印边界侵入中国领土已经近70天,中印对峙至今没有形成和平结束的决定性转机。在尼泊尔、阿联酋等国相继就此事作出表态之后,英国日前也作出了回应:英国驻印度的高级专员多米尼克联邦.阿斯奎斯爵士周四呼吁印度和中国和平解决,并表示英国作为第三方不会介入(中印)争端。印度《经济时报》24日报道称,阿斯奎斯说:“我们认为,我们仍然认为,我们一直以为,并继续认为,应该以和平的方式解决(中印边界对峙问题)。因此我们期待着这两个国家——印度和中国——解决问题。他们正努力做到这一点。”阿斯奎斯表示,(中印)两国将有机会在未来几周讨论这个问题。他说:“为数不多的机会来了。我希望他们取得进展。我们将支持和鼓励他们。”就中印洞朗对峙持续,阿斯奎斯称他与中国驻印度大使罗照辉并未举行过任何讨论。“这不是我们的事。”他强调作为第三方,这不是英国应该扮演的角色。当被问及英国可否为解决问题发挥作用时,阿斯奎斯予以了否定。“如果任何一方都不希望我们介入,我们不会干预。”近日,印度内政部批准建设一条从马尔斯米克拉到热泉的公路。马尔斯米克拉到班公湖西北端仅20公里。印度媒体宣称,修建这段公路对印度来说,可以把偏远地区的印度安全部队与中印边界争议地区连接起来,“以确保印度边防部队的优势”。中国外交部发言人华春莹在24日的例行记者会上对此回应说,“听这报道感觉印方是自己在打自己的脸。中方在自己的领土上修公路,印方以所谓“安全关切”为借口,非法越界干扰阻挠。现在印方这么做,恰恰再次证明印方在中印边界有关问题上一直说一套、做一套,前后不一,自相矛盾”。华春莹表示,中印边界西段尚未划定。中印双方同意,在边界问题最终解决之前,共同努力维护边境地区的和平与安宁。印方在西段实控线附近修建具有明显军事目的的基础设施,这无助于维护中印边境西段的和平稳定,无助于缓和当前两国边境地区的局势。'"
131,海外网,中印对峙下 印度邀请尼泊尔重测珠峰高度未获回应,6453645472770736397,2017-08-13,473,9,12,3709, '海外网8月13日电据《印度时报》13日报道，印度测绘局（Survey of India）通过印度外交部向尼泊尔递交了一份提议，邀请尼泊尔联合重测珠穆朗玛峰高度。报道称，在目前中印边境对峙的局势下，尼泊尔未作回应。据报道，印度测绘局发起一项野心勃勃的计划，打算与尼泊尔官方联合重新测量珠穆朗玛峰的高度，以回应国际科学团体对于2015年4月25日的大地震可能改变了珠峰高度的质疑。这项计划也是为了纪念印度测绘局成立250周年。报道称，该计划原本打算由印度和尼泊尔共同完成。印度测绘局通过印度外交部向尼泊尔递交了提议，但现在三个月过去了，印度测绘局仍在等待尼泊尔方面的同意。印度测绘局总测绘师斯里瓦斯塔瓦（Srivastava）表示，“我们通过（印度）外交部向尼泊尔递送了提议，但还没有收到任何沟通。任务还没有进展。”斯里瓦斯塔瓦的前任拉奥（Swarna Subba Rao），即这份提议的制定者，称尼泊尔考虑到当下紧张局势，回复需要时间。拉奥6月30日称，“尼泊尔有自己的考虑。在两大巨头之间关系紧张时，尼泊尔会尽量避免在任何项目上被视为与印度结盟。”斯里瓦斯塔瓦也表示，“由于我们还没有官方交流，我无法将加德满都的沉默当作同意。但目前的边境局势引人猜测，尼泊尔正保持小心警惕。”报道称，专家表示，近年来印度和尼泊尔关系愈发紧绷，并称中国正“借机增强在喜马拉雅地区国家中的影响力”。 印度测绘局官方表示，“该项目预计将耗资5000万卢比（约520万人民币），由科技部资助，团队计划由30人组成，包括部分夏尔巴人，也会有来自尼泊尔的测绘师。”（编译/姜舒译）本文系版权作品，未经授权严禁转载。海外视野，中国立场，登陆人民日报海外版官网——海外网www.haiwainet.cn或“海客”客户端，领先一步获取权威资讯。'
132,光明网,中印对峙不丹外长首次发声：希望和平解决,6453204619488887053,2017-08-12,21,3,4,706,
133,海外网,阿联酋担忧中印对峙导致“毁灭性”后果 盼双方和解,6452549864512520461,2017-08-10,5952,14,53,6427, '资料图：阿联酋外交部长安瓦尔·加尔格什海外网8月10日电当地时间周三，阿联酋外交部长安瓦尔·加尔格什表示，他很关切中国和印度在洞朗地区的对峙，担忧若局势升级，可能造成“毁灭性”后果，希望双方能够友好地解决这个问题。据《印度斯坦时报》报道，阿联酋外交部长安瓦尔·加尔格什（Anwar Gargash）星期三与印度外交部长苏沙玛·斯瓦拉杰举行会谈，会谈中提到了中印两国在洞朗地区的对峙问题。加尔格什称，阿联酋一直在紧密关注这个问题，“中印两个大国之间的紧张局势如果有任何升级，对我们所有人来说，后果都是毁灭性的。事实上我们有更多的方法来处理这两个国家之间的问题，这样，该地区的人民会感到更安心。”他希望双方应尽可能友好地解决对峙问题。此前据《印度时报》报道，尼泊尔副总理兼外交部长克里希纳·巴哈杜尔·马哈拉也表示，尼泊尔希望印中两国通过“和平外交手段”解决问题。“我们不想看到中印之间发生战争”。他还称，面对印度与中国的对峙态势，尼泊尔不会选边站。“在边界争端中，尼泊尔不会被硬拉向这一方或者那一方。有媒体试图把我们拉进其中一方，但我必须清楚地说明，在这一问题上，我们没有选择任何一方。”8月9日，我国外交部发言人办公室回复海外网时表示，据中方掌握，截至8月7日，印军仍有53人和1台推土机非法滞留在中国领土上。尽管中方多次敦促印度撤军，周边各国也发声呼吁印度撤兵、维护地区和平与稳定，印度政府却始终对此置之不理。对此外交部发布的文件表示，中国政府一贯重视发展同印度的睦邻友好关系，致力于维护两国边境地区的和平与安宁。中国本着最大善意，保持高度克制，努力通过外交渠道与印度沟通解决此次事件。善意不是没有原则，克制不是没有底线。需要正告印度的是，中国的领土主权不容侵犯。印度不要指望中国会拿自己的领土主权做交易，不要低估中国政府和人民捍卫领土主权的决心，不要低估中国军队维护国家主权、安全、发展利益的决心和意志。如果印度继续拒绝中国的善意，错误理解中国的克制，一条道走到黑，那么将会严重破坏地区的和平与稳定，导致更加严重的后果。（编译/海外网 杨佳）本文系版权作品，未经授权严禁转载。海外视野，中国立场，登陆人民日报海外版官网——海外网www.haiwainet.cn或“海客”客户端，领先一步获取权威资讯。'
134,大国天空,中印军队5年5次对峙，主动搞事的竟都是同一个国家,6436807166388077057,2017-06-29,967,2223,868,3597,
135,蜀中行讲武堂,中印军队边境对峙，印度火速购入36架阵风战斗机，就部署在边境附近！,6445214766586659341,2017-07-21,307,14,9,1437, '印度阵风2017年7月20日，鉴于局势的发展，印度正在开发升级哈西马拉战略空军基地，以容纳从法国采购的36架阵风战斗机，计划于2019首批阵风到货前完工。（蜀中行讲武堂）印度巴格多拉和哈西马拉两个空军基地在最接近热点的地区，是该地区设备最好的军用战略机场，重要性不容低估，一旦部署36架三代半的阵风战斗机，将对周边产生巨大的威胁。阵风阵风是一种最大速度超过2马赫的超音速空中优势战斗机，印度称优于任何中国空军飞机，不过法国人可不敢这么说。印度空军将在2022年左右批量获得36架阵风战斗机。针对这批战斗机印度提出了14个特定的要求，包括从高海拔地区“冷启动”的能力，阵风能够携带9.3吨的武器，对地对空攻击任务。（蜀中行讲武堂）哈西马拉基地位于西孟加拉邦北部的哈西马拉空军基地是印度空军阻击东土大军横扫不丹，掐断西里古力走廊和东北邦的坚强阵地。基地早期有两个米格 -27战机的中队。其中一个中队已经退役，基地正在升级，以容纳阵风战斗机的到来。现在印度空军在西部和东部两条战线上缺编至少十个中队。哈西马拉距乃堆拉山口不足90公里，距日喀则不足300公里。法国空军的技术人员和工程师正在这个基地改造技术设施，使基地能够适应阵风运作。根据合约，法国达索公司必须为阵风战斗机在最初七年使用提供后勤支援，确保始终有最低75％的妥善率。目前印度空军的苏－30系列和米格系列飞机，妥善率不到45%，也就是一半的飞机在维修中，而一般标准的西方空军妥善率极高，战时基本可以整建制出动。提斯普尔机场印度在哈西马拉，提斯普尔，查布亚和巴格多格拉拥有一系列前进空军基地，以应对可能的威胁。其中许多基地被英国皇家空军和美国空军用于在二战期间支援周边国家。二战结束后，印度顺利继承了这些空军基地，并在1962年以后开发出来。（蜀中行讲武堂）哈西马拉基地作为战略基地，印度把其第一个阵风战斗机中队部署在东部地区的哈西马拉空军基地，这些战斗机战时将充当先锋作用。'
136,紫色恋雨,中印对峙月余，印度不但不撤军！还扬言要报62年之仇，,6445944114918720014,2017-07-23,31,59,14,119,
137,看看新闻,视频｜占豪：美国暴露了印度要被卖了，中印对峙最大输家会是谁？,6446331927375905293,2017-07-24,90,428,117,854,
138,参考消息,俄在中印对峙中如何行事？俄媒：西方在煽动 俄应促和,6452545911486775566,2017-08-11,602,12,20,7632, '俄罗斯《观点报》8月2日发表彼得·阿科波夫的文章《中印之战是英国人编写的程序》称，中国表示，绝不允许任何一块领土分裂出去。这句话与好几个问题有关，但现在首先被认为是针对印度：两国在喜马拉雅山脉的军事对峙已经持续了一月有余。俄罗斯在此局面下应采取何种立场呢？中印领土争端历史久远，但在印度加入上海合作组织后，这个问题对俄罗斯来说变得格外令人担心。对峙双方都有自己的理由。中国想在本国领土上建设公路，它有权这么做。但患有中国恐惧症的印度人相信，如果中国对印度发动侵略，第一件事就是扼住西里古里走廊这个“鸡脖子”，而在距此不远的洞朗高原修路更是印证了中国的意图。事实上，从洞朗高原到西里古里走廊有100多公里远，两个核大国爆发战争也是难以想象的事情。但中国和印度都非常重视强调自己的领土主权——况且，洞朗高原还是喜马拉雅山脉的重要制高点，双方僵持不下。英国人埋下的“边境地雷”阻碍了两个古老文明间建立正常关系，俄罗斯可以在这方面发挥重要作用。北京和新德里都有足够多的政治家明白，中印当伙伴比当敌人好，即使不能解决争议，他们也希望淡化问题。显然，这指的不是让出或交换领土，但两国可以避免突出领土争议，保持现有状态，不受第三方的挑拨——要知道，美国很想煽动印度的反华情绪，就像当年英国支持印度与中国为敌一样。北京和新德里都希望亚洲事务由亚洲人自己解决——但如果视邻国为敌，这一点就无法实现。一山相隔的两大文明有数千年共同历史为纽带，它们没有发生冲突的任何重大理由和前提条件。俄罗斯希望保持与中国和印度的战略关系，并在未来建立莫斯科-新德里-北京三角来决定欧亚和全世界的晴雨。尽管这项任务伟大而艰难，但它绝不是幻想。三国作为核心在金砖国家开展协作，从今年起又成为上合组织的伙伴。印度加入上合组织是对俄罗斯的重大考验——上合组织和俄印关系的未来都将取决于俄中印三角关系如何构建。俄罗斯没有像中国那样令印度害怕的经济实力，但俄罗斯有与中印两国建立良好关系的经验。新德里和北京信任莫斯科——正因为如此，俄罗斯可以也应当帮助中印扩大地缘政治合作，缩小矛盾，解决争议，减少不满。三国可以在亚洲建立稳定的公共安全体系，解决阿富汗和其他地区问题。如果再加上与伊朗和其他伊斯兰国家的合作，我们就能把外部军事力量赶出亚洲，让美国和英国无法继续拿地区内部矛盾做文章。但一切要从解决相互间的争议开始。在一个月后的金砖国家厦门峰会上，三国领导人可以谈谈这个问题。（编译/贺颖骏）中国外交部公布的印度军队非法越过中印边界锡金段进入中国领土的照片。'
139,头条夜宵,「夜宵」中印对峙，印度声称美国会帮忙；杀人犯潜逃22年成作家,6454107606435758606,2017-08-14,2,0,0,1233, '[印媒：美国准备好帮印度实现“军事现代化”]印度报业托拉斯报道，美国一名高级指挥官说，美国已经做好准备，帮助印度实现军事现代化，并以“重要的和有意义的方式”和印度共同提高其军事能力。点击查看更多(海外网)&amp;gt;&amp;gt;[中央专案组查办的市委书记 又牵出一官员]市委书记涉令计划案，靠山倒台当晚被中央专案组带走，手下10名县级领导被查，同省为官的两兄弟也被处理。点击查看更多(长安街知事)&amp;gt;&amp;gt;[浙江22年前灭门案告破 两嫌犯分别成作家和企业主]时隔22年，浙江湖州史上最大的未破命案终于成功告破，两名嫌犯全部落网。其中一名嫌疑人此时已在上海开办了一家企业，另一名嫌疑人竟“投身”文坛，成为老家知名的作家。点击查看更多(浙江新闻)&amp;gt;&amp;gt;'
140,甘肃文旅,中国外交部：中印此次对峙与以往相比有本质不同,6439249268661289473,2017-07-05,888,1025,0,1278,
141,未来网新闻,中印边境对峙紧张尚未消散 安倍访印意欲何为？,6456814824365179150,2017-08-22,2587,5,12,5070, '图为7月10日，印度、美国、日本三国举行“马拉巴尔-2017”海上联合军事演习资料图片据日本媒体报道，日本首相安倍晋三计划9月访问印度，同印度总理莫迪商讨强化日印合作等相关问题。同时，在中印边境对峙的紧张气氛尚未消散之时，日本驻印度大使“虚晃一招”，对中印边界问题发表评论。近年来印日两国互动不断，此时的走近更令人警惕。别有深意的“碰头”据日本《朝日新闻》日前报道，日本首相安倍晋三计划9月13日至15日访问印度，同印度总理莫迪进行首脑会谈。预计两国首脑将在会谈中就日印防卫及海上安保的强化合作进行确认。《日本经济新闻》报道称，早在7月安倍就已确定访印计划。原定的行程包括参加日本新干线建设项目在印度的开工仪式、讨论日印强化海洋合作的议题等。日本政府相关人士表示，此次首相安倍晋三直接访问印度，意在谋求与印联合牵制中国。同时，据日本共同社报道，日本外相河野太郎8月17日在华盛顿出席日美“2＋2”会议时宣布，为加强海洋安保能力，将在未来3年向印度洋和太平洋沿岸的国家提供约5亿美元的资助。“安倍是一个目的性很强的领导人，虽然日本媒体称其访问印度早有规划，但日本政府选择在此时宣布确切的访问时间是别有深意的。”中国社科院日本研究所外交研究室主任吕耀东在接受本报采访时说。印度《经济时报》分析称，在中印边界对峙的背景下安倍访问印度，将更加容易与印度方面取得共识。8月18日，多家印度媒体都在炫耀“日本在洞朗对峙问题上力挺印度”这条消息，以证明两个月以来印方终于获得一个“主要国家”的支持。但当天晚些时候，日本时事通讯社就发布新闻，称日本驻印度使馆否认了所谓日本驻印度大使平松贤司表态“支持印度”的说法。“中国与印度的边界问题是中印两国自己的事。”北京大学南亚研究中心主任姜景奎接受本报采访时说，“在南亚国家和其他西方国家都没有‘选边站’的情况下，日本率先坐不住表达倾向，即使后来日本发布消息澄清，但也无法掩盖安倍内阁对印度明目张胆的示好。”'
