,id,name,followers_count,followings_count,verified_content
10234,12990987094,游击队长老周,69,8,
10235,5724620470,东61587526,4,25,
10236,56388869416,自己149316796,4,28,
10237,4577417437,星兆拉链,22,236,
10238,53620034312,手机用户53620034312,4,63,
10239,6939293231,胸无冰碳,54,32,
10240,61474799647,用户61474799647,0,3,
10241,60956869086,山垄耕田,41,26,
10242,3977486967,80年代30954750,71,9,
10243,50583797409,尼古拉斯唠叨魏,16,51,
10244,6341023392,克劳德79,13,53,
10245,50278290181,追梦1269469,19,14,
10246,62614330530,咫尺2181595954,2,0,
10247,51601878840,玩物丧志144164051,19,306,
10248,2854392566,扭纹柴,124,187,
10249,2984716477,独一无二4428730,4,3,
10250,51667772759,鹏哥161444518,50,188,
10251,57734025137,张云海88437,97,784,
10252,11062441077,手机用户11062441077,70,28,
10253,25324633203,陇上神鹰,45,7,
10254,50483650832,手机用户50483650832,3,9,
10255,59100899586,温暖159338116,7,6,
10256,5810390098,诚信为本66003291,49,42,
10257,3694433344,风尘影子,57,176,
10258,50453836378,五星上将123456,19,64,
10259,52776533480,练铁手1,22,31,
10260,4209993943,我爱包包白,75,10,
10261,5793156359,漫步雲端65278356,10,19,
10262,6108268907,永不停息79570107,3,0,
10263,3581644812,手机用户3581644812,15,16,
10264,58913718814,17713830277,0,6,
10265,3528148197,你害得我天天重新登录,197,178,
10266,15568072983,雪东海豪情,9,6,
10267,60021643174,手机用户60021643174,4,5,
10268,51011126433,xyiongong,7,1,
10269,61465738892,用户61465738892,9,10,
10270,51474702184,尘埃148440481,9,18,
10271,53461503780,刘业强2,6,7,
10272,6571768481,三随客,25,26,
10273,16630227236,看透146948577,10,6,
10274,55629932915,辉147586061,11,46,
10275,60716821907,手机用户60716821907,4,6,
10276,52428233953,张新建27,11,94,
10277,58286962593,悟空醉了1,13,7,
10278,6088561680,不语成蹊,20,30,
10279,60321402998,我是谁166515671,1,10,
10280,4435409816,刘家40715897,9,8,
10281,5462835046,浮华落尽55776183,7,15,
10282,57764548607,因为159261304,0,1,
10283,5569488595,逍遥快活60276798,1,1,
10284,52203795285,落叶知秋156,2,17,
10285,62183838932,万水千山176564205,1,4,
10286,51534652881,富牛山1,3,1,
10287,53141512823,劍花煙雨1,12,10,
10288,3262011941,牛行天下9994852,22,21,
10289,52040783437,wttiogxhkkjhvb,91,105,
10290,52209490042,疯狂小糖7,13,25,
10291,55065053021,只爱天然气取暖,386,56,
10292,5542436976,我要在菩提树下等你,48,209,
10293,5818419996,刘河乡,13,52,
10294,12585665850,天秤座12585665850,1246,1531,
10295,4706586546,牛丁丁47352850,11,3,
10296,11049139280,老臣路过,9,6,
10297,6757483448,天山上的雪111204496,23,3,
10298,52550559206,杨柳1983,26,0,
10299,50426931098,太阳127773967,13,12,
10300,61010558660,明天169406128,1,25,
10301,4550458433,655178,5,28,
10302,6522650573,春秋风云录,5,60,
10303,6121728939,天狼80144012,9,2,
10304,6249949377,海啸83468188,22,100,
10305,4010616967,FUN31557428,1547,4,
10306,57164603903,ghhjncccg,11,6,
10307,3074294554,希望的天空5528152,28,163,
10308,3347957426,TM-CC,19,48,
10309,55535612208,不归44,36,15,
10310,5573553698,nixiaoming0820,16,19,
10311,11309134172,一切为了我的国,104,170,
10312,3316099033,无名11197580,6,2,
10313,6891280532,A留痕,7,5,
10314,51407298936,JINCHENGYINZHE,1,38,
10315,15461110022,老张1391702,19,153,
10316,3138578868,一瞬间的小窝,85,500,
10317,5834466040,三哥ABC,14,33,
10318,55250146144,富强塑业2,22,29,
10319,5360475704,msm51964329,17,22,
10320,4188744804,骑享汇单车,431,1033,
10321,4228276271,五星出东方利中国2018,38,88,
10322,4526586192,海草43052851,1,7,
10323,5814951952,不二66224881,22,14,
10324,3805001819,指间缘27646661,9,86,
10325,6659804574,卓玛102831191,32,86,
10326,54641676919,Xuhaibo,61,730,
10327,5474345075,流莺56089504,19,4,
10328,5965880796,至爱仁心fc,15,21,
10329,3590065080,帅郎,13,50,
10330,6292398932,星河84686890,118,2356,
10331,5951994051,给我根牙签我能翘起地球72662811,16,21,
10332,53604531206,风云157327712,0,8,
10333,5970023914,飞扬73600266,7,20,
10334,50284336156,往东是大海1,6,6,
10335,5818342014,不懂66356563,5,21,
10336,3286239092,江雪10445421,17,139,
10337,8904918315,随缘19620815,25,35,
10338,6724151211,天云68,47,30,
10339,5392199415,用户5392199415,8,24,
10340,59597982063,深沉168407654,1,16,
10341,6014179468,文小东15183625000,25,15,
10342,58589618881,岁月154618513,0,2,
10343,53485097639,子游39,59,25,
10344,59391325103,堰德,10,11,
10345,59660776386,Angeladady7,3,1,
10346,52069604045,一无所有999,9,9,
10347,54199780343,大河里的磨砾古滚未婷,65,335,
10348,6473815725,风林火山91054286,47,92,
10349,4250866828,帘卷西风36505026,3,240,
10350,6990143926,吳老1,23,67,
10351,64760972735,手机用户64760972735,0,4,
10352,61945013370,LB182095261,10,2,
10353,58806808821,罗马大帝7,21,198,
10354,6794259859,AU1,9,9,
10355,5962741748,martinye73238257,12,9,
10356,11571384395,手机用户11571384395,2,4,
10357,25816791563,幸运的火,575,419,
10358,62631378040,手机用户雨季不再来,1,11,
10359,7606001231,农在天,4,8,
10360,54717852521,黑发白了头,34,2,
10361,50405024341,WUHHL,13,7,
10362,6250301471,强子83484492,18,65,
10363,3876389335,谁是老头子,184,2000,
10364,11569355206,好玩151641744,3,7,
10365,3512763287,银狐17650278,100,1886,
10366,51371648160,秦皇汉武大帝,0,5,
10367,3322354075,用户11354277,52,179,
10368,5887460906,托尼70378051,11,13,
10369,6328297284,大浪淘沙85388306,28,32,
10370,6892538765,莫言117422009,15,15,
10371,6777644131,帅的有点惹人烦,159,93,
10372,51062881531,老张131674006,14,49,
10373,3877481651,Chencanwei,21,40,
10374,5918133525,赵本缘,279,64,
10375,7015519388,槟榔哥4,44,44,
10376,6952025031,-舍_得-,4,11,
10377,5433276112,大德大德,21,17,
10378,5572540477,58上成,22,36,
10379,60023513617,平常心169157561,25,69,
10380,5760441192,明63471597,16,78,
10381,52896122917,老GUO,12,11,
10382,51231045918,手机用户51231045918,6,11,
10383,5989989798,李君74572672,14,62,
10384,6418106506,天边最璀璨的流星,133,75,
10385,60305708013,忆江南171109014,6,3,
10386,3830174707,身心成长,4,386,
10387,3711373040,手机用户3711373040,50,66,
10388,5736408649,抗日大侠,16,8,
10389,5452816537,ken55301817,14,15,
10390,52534499385,刚刚138431659,5,14,
10391,54836971945,makesi1,3,22,
10392,51899742138,金典物流海南全境,0,3,
10393,61347950182,老李171341208,2,5,
10394,12002227682,清了士,8,25,
10395,3435342070,雪千寻里裴梦灵,153,19,
10396,5553335059,632IJ丨,7,10,
10397,2813978577,太急先生,79,138,
10398,51961916671,大河背,3,6,
10399,55578704902,爱拼才会赢1585158,1,36,
10400,5375047938,蓝天白云140106950,22,114,
10401,5931267116,廖镇驿,15,9,
10402,4199148188,11560,27,53,
10403,3680556912,逗逗狼21622184,81,141,
10404,55460375275,杨老三153180550,58,8,
10405,55413876295,四川人民152328910,3,3,
10406,5852096617,1泉水龙,83,45,
10407,52028080940,巴火悦读,1978,861,
10408,50092776056,DEJUNZHANG162881597,5,20,
10409,4180414911,雁渡34959719,9,19,
10410,5055045398,lyh100188,37,28,
10411,5884244016,吴70204050,17,28,
10412,59004328326,咖啡158453856,8,22,
10413,5721715588,突然刮起一阵风,34,362,
10414,54067090630,知足常乐142909231,5,135,
10415,51876226750,生活千百态,3089,236,
10416,10207563499,雪山飞狐176991260,50,842,
10417,52213504142,陈178019546,19,15,
10418,5970210308,湘江杨,8,76,
10419,5839829632,看看新闻,1305521,4,看看新闻网官方帐号
10420,3307469201,直播港澳台,996796,101,深圳卫视《直播港澳台》栏目官方帐号
10421,2732570807,天音,17,19,
10422,6211701790,czh发财树,24,37,
10423,4407561181,秦江1,8,10,
10424,60214127557,炎1913751,0,2,
10425,62531082829,状态回升的开拓者H,3,0,
10426,6087185663,丶强颜欢笑78514762,0,22,
10427,3808885275,用户27715714,7,6,
10428,59233664294,1605195208,22,20,
10429,6790613434,RockyZhang90s,13,130,
10430,50810625705,梦中的海4,3,14,
10431,59444964628,手机用户59444964628,26,1,
10432,52533679466,海再深也深不过人心138428413,7,46,
10433,5831663072,心悦之地,9,47,
10434,4782830387,宇宙没有时间,32,19,
10435,4233000601,平安健康就是福36144770,29,58,
10436,6228057671,禅茶一味82893223,256,1554,
10437,3634071107,雨20359066,19,11,
10438,57363861004,手机用户57363861004,40,234,
10439,15266440996,北北128481572,7,19,
10440,16859009147,楠哥131646380,13,7,
10441,5448331023,三羊开泰55077931,6,15,
10442,3976027882,what30922543,7,3,
10443,52632027716,老杨154298473,0,6,
10444,3238573688,是精子总会发光,13,8,
10445,53916335128,手机用户53916335128,4,9,
10446,56027704378,山高人为峰148857497,3,4,
10447,5771068370,爱你中华万岁,20,45,
10448,10872703314,忠忠138497094,15,6,
10449,50743485679,实在144508623,0,7,
10450,4560268141,萧瑟秋风43814530,17,47,
10451,51949929393,非你莫属153155298,26,115,
10452,6670821131,猪仔来了,10,19,
10453,6338971177,楼外花楼,3084,1186,
10454,21245091813,阳光140216945,0,1,
10455,63153660471,用户185953522,0,14,
10456,21439709708,小学数学teacher,27,49,
10457,63387851186,生亦何欢185218920,0,1,
10458,54037997374,铁血战士30,0,10,
10459,20663269606,熙珅1,8,0,
10460,50290256957,业春1,10,15,
10461,51153423092,触手子,3,0,
10462,5792472749,王火火啊,25,34,
10463,6783256184,香山先生112450437,1578,4739,
10464,20706354689,开心就好285,2,41,
10465,57052185630,善解人意151331623,37,19,
10466,6847839696,手机用户6847839696,19,12,
10467,6032222407,霸主来了,48,128,
10468,5728031434,恏巭孬,6,46,
10469,55244534721,周157540719,2,1,
10470,2947267941,难道只是个梦,24,90,
10471,58836474146,搥夢亾2,4,12,
10472,3135142958,马云是我哥6,105,41,
10473,5765463542,雨乱凡陈,8,17,
10474,5524188965,一点通58325336,33,3,
10475,50321343981,麦芒剌雨,5,7,
10476,5945155817,听雨毕,8,8,
10477,4610856902,花儿朵朵红45639781,1922,2969,
10478,13800345013,终于明白15,51,8,
10479,4481861509,战争没有对错只为尊严,67,25,
10480,3477971953,Richie16576954,22,28,
10481,5424787238,退伍安置二十年未落实,49,22,
10482,62793261199,穿着鞋到处跑,15,75,
10483,5873246721,芒星69676063,29,7,
10484,3616825296,qwea888,14,16,
10485,59690141588,人生如梦唉,0,0,
10486,5565081586,飞龙战队,14,4,
10487,17473484453,日and月1,0,23,
10488,50538104672,徐州专业美缝,12,10,
10489,4210927651,别闹了很忙,4,4,
10490,50709724136,吉米斯特朗,12,32,
10491,50345251118,诺130935034,9,4,
10492,5986011698,小何同志1995,10,23,
10493,60550342811,杨大侠181323405,9,36,
10494,4241369055,龙贏富甲,12,11,
10495,53441347797,手机用户53441347797,305,4879,
10496,4102074482,梦楼军,1,12,
10497,52267784077,尼古拉翔不拉斯,3,19,
10498,54315372230,侠客情4,8,1,
10499,53574149973,浩瀚纸业,1,0,
10500,12828377654,悠香茶社,1,3,
10501,50087571651,如果梦回大唐,58,126,
10502,64427947408,雪宝宝192128023,1,3,
10503,5471264052,1949特务,9,40,
10504,3517918484,猫17757417,13,15,
10505,4719484419,面朝大海47645277,5,2,
10506,58134857820,钢钉14,13,44,
10507,57857363502,爱国者昌哥,28,8,
10508,3055717151,核弹镇山河,12,6,
10509,54535065179,拿棍子抡他,24,0,
10510,50933168992,霸气小伙的潮流范er5,4,32,
10511,6548583165,手机用户6548583165,24,11,
10512,50024464984,飞毛腿33,18,22,
10513,3913502812,天山牧羊人29577178,43,16,
10514,56860326786,恒心150298825,2,39,
10515,6801718616,7565952,7,24,
10516,54345923670,雨巷深深11,6,11,
10517,4596571267,知足常乐45384177,44,67,
10518,6576552551,花开四季美,182,90,
10519,3580374233,人在旅途321123,598,1790,
10520,4478054494,晴天伊人41818319,8,76,
10521,2907595770,平安36012345,553,445,
10522,5471663517,宝_宝56009222,3,17,
10523,5858050758,看不懂e世界,39,27,
10524,52008467748,手机用户正义公民,61,17,
10525,4036465048,打火机32040591,8,13,
10526,20590047947,手机用户名真他妈啰嗦,0,12,
10527,53630311564,毛小强4,0,0,
10528,58377108053,琳音1981,25,70,
10529,59479870426,周郎56,5,22,
10530,5380236522,闲人娱乐,12,10,
10531,51970610935,PL170797003,2,48,
10532,50156021677,蓝精灵力,7,8,
10533,5781466166,知足常樂64634091,14,31,
10534,5824081249,佛光普照66662539,68,463,
10535,4667745339,Beyond庄,11,19,
10536,6167425377,会飞的狼81254747,4,41,
10537,3712611440,崛起24165533,11,26,
10538,59149020813,手机用户59149020813,1,19,
10539,1743879050,笛声飞,117,121,
10540,60060831894,蒲公英165346157,12,368,
10541,56547190910,01157286469,0,2,
10542,53293262235,宁静141345374,11,9,
10543,6666819531,手机用户6666819531,13,11,
10544,3103679590,独行侠6051644,7,15,
10545,3683392438,梦想在路上21737060,58,3,
10546,5832706480,dong67191617,3,34,
10547,4321374671,叶生38479246,144,0,
10548,5352184269,曾开心2014,39,308,
10549,5857637244,CC新闻联播TV,6,68,
10550,5527340401,KingofEmpire,9,52,
10551,55620210190,虔诚的1,5,75,
10552,5779055772,翘楚64498274,48,55,
10553,50643522775,黑科技各种外卦,4,49,
10554,6183000013,钢铁小人1998,5,26,
10555,5600170649,_他不聊天莫属,4,9,
10556,52478705720,长河落雁,4,27,
10557,5548202566,心59465631,6,30,
10558,6564067973,勇往直前96189011,18,10,
10559,58500084736,丢去善心做恶人,11,11,
10560,6432981794,八角89256125,10,64,
10561,57335940810,万民五金,12,79,
10562,6104951795,色强,21,31,
10563,6003044323,秋分75215654,5,17,
10564,5462251613,阿弥陀佛GY,12,12,
10565,6045266437,用户6045266437,53,16,
10566,52621256181,手机用户52621256181,9,26,
10567,6427893567,随风而逝89079096,24,34,
10568,51321431307,假装乄无所谓,2,0,
10569,4512636368,山大王42730451,6,96,
10570,50042361281,阳光124534100,7,7,
10571,55635955526,冬子147695066,17,16,
10572,52735510112,后天139543082,8,33,
10573,52242469132,云汉7,0,1,
10574,57368828957,恶魔151290875,4,16,
10575,3321215112,大馒头小馒头头,41,12,
10576,54889674882,漫步人生160976937,1,9,
10577,5519619738,zqs7509,1,4,
10578,5890138919,八步70498058,4,84,
10579,6943597103,Vescy,2,0,
10580,5570076078,学习桌厂家,14,28,
10581,52172862713,浪淘沙150022257,45,85,
10582,53552681957,小哪吒520,3,1,
10583,62410885635,热气球177856882,9,14,
10584,5509926829,荷兰省省长,38,226,
10585,14920608676,55970039,1,4,
10586,6838423112,夜狼00000,31,3,
10587,55652946133,手机用户55652946133,14,5,
10588,63993284082,友好189632145,2,51,
10589,56384582827,kingcover,9,116,
10590,59140120442,科技以人为刍,29,19,
10591,51263887084,手机用户51263887084,3,8,
10592,4975213744,手机用户4975213744,30,77,
10593,51055262143,极致行者,0,21,
10594,52515062774,52515052774,590,3971,
10595,4448623320,一蓑烟雨任平生40967289,50,8,
10596,58965327723,成熟男士8,15,1,
10597,53498820364,无心146144423,73,77,
10598,6928626477,缘月111圆,10,0,
10599,5997074215,久74908368,4,34,
10600,6858668556,北方星空1,3,35,
10601,5779562819,代郡v野狐岭,17,12,
10602,3973029804,slash30858090,12,37,
10603,50324276044,岁月催人7,86,166,
10604,52946141933,小东169705622,0,2,
10605,51815819176,手机用户1399115113,13,16,
10606,61783726228,lbg10174009024,0,2,
10607,50268290669,周友明2,0,0,
10608,50248483171,小鸡飞杨,12,62,
10609,59698477106,Y_J176765152,1,3,
10610,54286212624,8浊酒,26,208,
10611,62668255079,kiss1820493,3,2,
10612,50034750693,只为哪一刻,19,40,
10613,50986237305,关羽磨刀,46,4,
10614,2866327572,xubsafy,11,28,
10615,22350747714,源150568581,99,94,
10616,50991502999,菠萝头伍迪,12,5,
10617,4580025493,fyfy998,22,92,
10618,1813415237,酒剑仙08,4,38,
10619,6182288725,蒋佳峻,2,0,
10620,58378512884,心跳的感觉43,4,13,
10621,7000795527,无敌小狮子,8,52,
10622,6576592091,说你说我你说我说,196,7,
10623,25963466830,葉先生77,9,71,
10624,6083631968,余申会,4,10,
10625,51708502218,行天下199055,17,118,
10626,3179679963,爱数码科技评测,1504,135,
10627,6967760858,月落寒桥,30,36,
10628,62047807417,时空潜能量信息探索,0,0,
10629,3739882679,小旺财儿,3,41,
10630,60011497396,手机用户60011497396,1,1,
10631,5968736424,宋大叻,12,18,
10632,54869634684,苏146240209,5,4,
10633,5548075431,金灿灿的金59460507,13,18,
10634,5980307986,Yaochiyu,5,21,
10635,53273803194,滴滴滴的低调,40,136,
10636,50329804358,墨迹魔性,0,0,
10637,5992263522,中国太平保险12345,13,23,
10638,52245411418,蜀山之中,14,6,
10639,60119415566,君是钻家,30,20,
10640,6026385501,顶天立地76443961,21,41,
10641,3768792603,回忆依旧丶还在想你,7,27,
10642,53579568241,龙魂神魄,8,1,
10643,52437363767,嚎哥2,2,44,
10644,55230093200,骑猪吹喇叭,4,18,
10645,50671362175,开心就好13259029578,117,215,
10646,6256307167,天道勤酬83626361,7,3,
10647,6633469751,独守空城100954641,2,23,
10648,9829011811,现在即未来,5,2,
10649,4479406929,小土怪1,3,13,
10650,6108599813,天使了梦,35,9,
10651,6175786158,眷冲弯,7,6,
10652,59477063587,顺其自然196323493,0,0,
10653,60574193245,水木至尊,5,57,
10654,50883950728,喬叄樂,1,2,
10655,55773153418,手机用户55773153418,1,0,
10656,6128803980,昌盛笑笑,24,24,
10657,53273915936,独狼141873720,10,278,
10658,16470875739,手机用户16470875739,987,233,
10659,6379732183,梦过无痕2356,4,15,
10660,6919434966,88的80后,9,15,
10661,6110009122,325151,29,56,
10662,58749448765,尘都空气臭哄哄,58,156,
10663,56269446920,用户153365545,6,0,
10664,5967043116,黄太子春天,36,264,
10665,5461610841,小兵22d69,20,30,
10666,4554495198,爱43636331,16,2,
10667,53650519619,执着142435971,2,15,
10668,5862716634,我只有闭上眼睛,2,9,
10669,6870047616,长风留名,13,94,
10670,6039632221,寧凱,6,24,
10671,13790692116,出海散心,14,23,
10672,6841533252,一秒十喷求打脸,14,17,
10673,13190770258,一奥查一,102,15,
10674,3813184497,小时候可傻了27804826,34,108,
10675,51982479849,看笑的毛毛虫,0,0,
10676,53463065337,手机用户53463065337,0,0,
10677,6349780684,雀巢全球执行总裁,20,18,
10678,6448226713,c1520,21,87,
10679,6896225790,Ghabc,31,231,
10680,5227595439,亚丁女人,1085,8,
10681,6296613520,肖84740803,16,11,
10682,52127064063,rtzxb,4,28,
10683,59591332631,下个路口放狗咬你162761680,0,6,
10684,4520080351,手机用户4520080351,32,25,
10685,6995546354,纳闷猴,43,34,
10686,56808009890,小峥峥1,9,25,
10687,50740380576,真诚162469983,2,9,
10688,51498017570,足下登运动,7,5,
10689,6893958175,醉八仙3,5,38,
10690,52013493857,杰87,62,167,
10691,6715767951,Liam0918,5,39,
10692,2932421107,p3896027,13,0,
10693,55081155570,灭日抵韩抗美,4,0,
10694,1300635508,Terry_Li,187,85,
10695,4240347621,驴是念着倒36286616,40,96,
10696,54566321172,144126959,2,25,
10697,5869997828,智者无敌69420201,9,20,
10698,6909587431,执笔画回忆118366276,7,12,
10699,3344974502,唯独不可平庸11984868,8,17,
10700,3421068087,纱窗李师傅,6,33,
10701,4443887100,打胡乱说啥,17,24,
10702,5854377409,你怎么不上天l,5,25,
10703,21402364818,手机用户21402364818,8,143,
10704,6260843921,俊杰希,42,66,
10705,53446567064,穷人160223147,0,6,
10706,6499463133,2543716,8,33,
10707,3867131752,子弹已上膛_就等你了_,16,1,
10708,6856663715,超级苦逼民工,2,12,
10709,4736750480,依然会飞的鱼besos,31,195,
10710,3765634853,欢快的火狐狸,10,308,
10711,6485841126,猫与玫瑰27,2,19,
10712,65117606402,手机用户65117606402,0,4,
10713,51678028344,为你守候150176689,30,6,
10714,5945992214,偷车协会会长窃格瓦拉,16,14,
10715,51791224801,奇点134442726,0,19,
10716,52929851251,梦回明朝1,5,81,
10717,4015896260,小波31651385,11,12,
10718,6126880992,人民名义局长侯亮平,29,143,
10719,52543771806,飞翔蜗牛逛街,24,15,
10720,53273960691,UbisoftChina,3,80,
10721,53999835201,手机用户53999835201,18,1,
10722,50395097656,郭帅38,3,0,
10723,50256554467,前世撰写今生142301321,0,21,
10724,59273518260,王亮明7,0,1,
10725,51196096748,想着念着就忘了4,3,415,
10726,3576302165,众灵,17,81,
10727,5183845282,阿强50077613,5,2,
10728,55063149900,看热闹9993,1,10,
10729,59901718026,贺帝1,1,1,
10730,18558399466,普京粉,62,2,
10731,6388496271,生活87081974,29,16,
10732,61521443207,用户61521443207,3,13,
10733,55951779731,宁静儿151,197,211,
10734,2816019255,快乐的园丁,51,51,
10735,56784612412,东183173198,0,2,
10736,6046422384,笑口大开77257184,5,33,
10737,6657885356,天羿102696156,49,104,
10738,6691431061,葛青雨先生,98,68,女士内衣设计师
10739,53902218994,退伍军仁,10,41,
10740,7173063241,手机用户7173063241,12,8,
10741,3028158218,彩迷4889779,7,8,
10742,3357205795,_丶若影note,21,216,
10743,55082287335,幸福一生016048,17,70,
10744,54994741697,牵着蜗牛去散步145389091,5,28,
10745,52534081283,我们的时光12,2,66,
10746,60825534350,享受现在20,4,0,
10747,23110884015,骆驼大漠,34,67,
10748,53622764057,酷力萌,50,40,
10749,52576227806,大庆148385281,1,3,
10750,5439359465,我是深海请你溺水54556351,5,114,
10751,6278585119,种埃果,3,3,
10752,65079727333,小河有水7,0,0,
10753,51270934107,四国战旗,11,87,
10754,53037397848,标点符号60,2,17,
10755,7017393244,786神龙,81,4,
10756,5823996569,崔秀哲,15,67,
10757,2901586726,川藏线3533423,15,36,
10758,59461143691,放肆的青春1620147,17,5,
10759,11630794159,我心中有佛就不虚场合,30,38,
10760,56061687342,手机用户56061687342,6,9,
10761,52748347418,手机用户52748347418,3,3,
10762,7014802692,鑫辰11,8,11,
10763,53943688735,幸福草30,11,13,
10764,5759114946,Meltingdown,9,17,
10765,4586668482,镜中刘德华,45,15,
10766,57763564441,手机用户57763564441,4,2,
10767,58042570829,海152873095,2,23,
10768,5817417627,替上帝放个屁,82,112,
10769,51399620516,明仔134723944,5,0,
10770,12960729067,吳运峰,69,14,
10771,50883369235,东子159783442,15,2,
10772,55152535208,用户159168726,0,2,
10773,50910791130,用户178532203,0,2,
10774,5499878000,来瓶八二年的农夫,17,161,
10775,3182988878,陪沵厮守生8129051,42,635,
10776,4781012058,十万大山是我家,83,1804,
10777,6056709728,xBg,31,40,
10778,6927635245,三毛119639871,21,8,
10779,6549880649,东光水平安装有限公司,15,75,
10780,51823039409,手机用户51823039409,7,2,
10781,57159746027,张争14,0,15,
10782,50322261530,纪我们,35,29,
10783,55163909241,秀才爱上兵4,0,0,
10784,5847796990,为中华奋起而战,35,4,
10785,51782813835,手机用户51782813835,11,16,
10786,52015630176,又是一道好风景,345,25,
10787,52089947733,陈哥140016954,0,10,
10788,50638235121,哈哈哈哈哥哥哥哥哥,24,380,
10789,61625242939,邓雨18,4,13,
10790,5816241230,顺空66274569,31,310,
10791,3701863428,真诚AIWOZHONGHUA,137,375,
10792,50103920258,zhangkaikkkk,7,83,
10793,55974023225,毛毛148498756,0,12,
10794,62178488578,大陆仔22288,26,31,
10795,5976710145,影林之光,230,70,
10796,59085195060,文欢涂装刷业1,13,21,
10797,62399820614,淼淼龙,1,1,
10798,55531524608,148240452張哥,0,7,
10799,4675712611,天道酬勤46752366,9,33,
10800,61045891396,追梦169582536,1,19,
10801,57660286757,朱健民1,2,26,
10802,6784567840,笑这红尘,8,24,
10803,6730069716,期盼心晴,11,26,
10804,6827306308,低调DE爷1,22,127,
10805,6692854295,黄种人105955502,21,2,
10806,63492072066,炮马車帅,0,6,
10807,51525423647,天街过客,1,1,
10808,55539390705,过路的小白,2,14,
10809,52365965621,卧猫藏虫110,0,5,
10810,4716259381,沧海一漂叶,13,110,
10811,6776374886,飞行的草上飞,7,7,
10812,54621892402,钱啊10,1,60,
10813,53218282502,呼唤149349788,4,14,
10814,4668670826,路过794,16,24,
10815,5547201081,追风少年李大锤,50,158,
10816,51470721364,onTarget,11,69,
10817,51930026432,每天总是酒醒没牛腊巴,7,17,
10818,54978320795,Tsohot,1,3,
10819,6038612358,山海居士76966027,7,16,
10820,3010835354,勿为追星丧失人性,29,14,
10821,16650591025,手机用户16650591025,2,2,
10822,6033510956,孙鸿平,14,17,
10823,54891510340,香云墨客,6,17,
10824,55126646347,吃糖的萧萧,1,4,
10825,6506467555,何秉忠,22,39,
10826,63280046864,悟空184563141,5,16,
10827,5860878785,天空68945481,1,9,
10828,58462860303,荒原153859363,3,9,
10829,12904378230,永远是朋友129604463,12,66,
10830,4642298344,人在旅途46202834,12,13,
10831,54590219626,张望45,9,17,
10832,56843715385,听雨166697922,18,19,
10833,50627507126,我是块宝丢了难找,4,11,
10834,5461183307,睹物思人55728627,9,37,
10835,60541331441,风175555831,1,2,
10836,3726693013,秋风24644029,12,8,
10837,6734091395,新大小不良,111,2607,
10838,50219921971,给我留言,3,3,
10839,5540157594,THE-A-TIME,3,0,
10840,4514671701,武汉聚友养护Q572095288,1,4,
10841,5819815703,悟道66457882,5,17,
10842,52471750614,郭镇华大嘴哥,4,17,
10843,54043100004,海鸥1453115,14,4,
10844,50579402343,张涛涛5,7,8,
10845,61559744584,无敌小恩恩3,0,2,
10846,4579811185,高入云天,41,108,
10847,6424870203,智者必得,13,17,
10848,16185422413,翔格里拉大酒店,15,0,
10849,6017569527,银鹰76011853,87,94,
10850,1738486001,尘缘若梦22577935,160,47,
10851,5971425971,王白板,25,6,
10852,50081604363,郑佳伟1,6,7,
10853,3768896571,手机用户3768896571,110,84,
10854,6912641539,轮胎黑洞,5,54,
10855,62566578355,光电学院杠把子,6,35,
10856,3270941134,寻找10138263,32,69,
10857,3182938154,盘方辉,11,20,
10858,60541949637,隔壁老王167515304,1,7,
10859,6993078899,禅123050630,15,35,
10860,58691149516,平农10,0,1,
10861,59665057923,远方362374,3,59,
10862,6085763935,星汉灿烂2012,127,109,
10863,50444160944,综合金融10,16,127,
10864,5725752661,真实的我61656503,8,3,
10865,12297442381,naplun,43,16,
10866,3698637887,吾偟,24,22,
10867,61496885699,散心179759199,4,3,
10868,3816689821,南人27874957,9,38,
10869,20579999814,天下唯我o156233722,1,2,
10870,56271836772,大汉相国大人,9,65,
10871,5535431473,垫江鹤游,14,9,
10872,60145913914,浩瀚星空168294562,5,8,
10873,4241632211,OPPO族,157,59,
10874,54214759160,平儿80,16,13,
10875,58966194890,闪耀人生158070039,4,31,
10876,3071025641,红尘5476810,19,212,
10877,50526468259,洞庭水月,3,21,
10878,6053122454,张钱仓潇洒度过每一天,21,65,
10879,5412505111,捧萍,9,12,
10880,6661984182,震103026406,5,0,
10881,63679498737,建丰园林机械经,1,5,
10882,3963144700,Melowy,9,4,
10883,55152879792,窗外147061745,21,49,
10884,22589354792,酸涩的烟圈,0,3,
10885,52386496067,平头家族代理族长,37,2,
10886,6886701036,别问我3,14,2,
10887,54535686976,濠杰长流土酒哈尼特色炒粉汤粉,3,8,
10888,61050552619,随风169610874,10,47,
10889,62748491798,阿吉180820922,6,40,
10890,59335794770,达人精品鞋店2,6,20,
10891,50902819185,手机用户50902819185,24,3,
10892,1618626512,相信自己22294210,15,43,
10893,6969695966,张宗绍兰,59,8,
10894,6378066769,手机用户6378066769,13,8,
10895,6814356871,男人站直别趴下3,22,36,
10896,6709591068,小王子107481893,8,5,
10897,51652565261,手机用户51652565261,13,57,
10898,6132327002,有话好好曰,28,8,
10899,5743512191,伍号铺,1,4,
10900,5780456672,手机用户5780456672吴一,721,1119,
10901,3805911033,1我该怎么喷,20,35,
10902,22366110465,珍惜谢谢大家,4,60,
